6008	60095	
6008	60096	
6008	60097	
6008	60098	
6008	60099	
6008	60100	
6008	60101	
6008	60102	
6008	60103	
6008	60104	
6008	60105	
6008	60106	
6010	60107	
6010	60108	
6010	60109	
6010	60110	
6010	60111	
6010	60112	
6010	60113	
6010	60114	
6010	60115	
6010	60116	
6010	60117	
6010	60118	
6010	60119	
6010	60120	
6010	60121	
6010	60122	
6010	60123	
6011	60124	
6011	60125	
6011	60126	
6011	60127	
6011	60128	
6011	60129	
6011	60130	
6011	60131	
6011	60132	
6011	60133	
6011	60134	
6011	60135	
6011	60136	
6012	60137	
6012	60138	
6012	60139	
6012	60140	
6012	60141	
6012	60142	
6013	60143	
6013	60144	
6013	60145	
6013	60146	
6013	60147	
6013	60148	
6013	60149	
6013	60150	
6013	60151	
6013	60152	
6013	60153	
6013	60154	
6013	60155	
6013	60156	
6013	60157	
6014	60158	
6014	60159	
6014	60160	
6014	60161	
6014	60162	
6014	60163	
6014	60164	
6014	60165	
6014	60166	
6014	60167	
6014	60168	
6014	60169	
6014	60170	
6014	60171	
6014	60172	
6014	60173	
6015	60174	
6015	60175	
6015	60176	
6015	60177	
6015	60178	
6015	60179	
6015	60180	
6015	60181	
6015	60182	
6015	60183	
6015	60184	
6015	60185	
6015	60186	
6015	60187	
6016	60188	
6016	60189	
6016	60190	
6016	60191	
6016	60192	
6016	60193	
6016	60194	
6016	60195	
6016	60196	
6016	60197	
6016	60198	
6016	60199	
6016	60200	
6016	60201	
6016	60202	
6016	60203	
6017	60204	
6017	60205	
6017	60206	
6017	60207	
6017	60208	
6017	60209	
6017	60210	
6017	60211	
6017	60212	
6017	60213	
6017	60214	
6017	60215	
6017	60216	
6017	60217	
6018	60232	
6019	60233	
6019	60234	
6019	60235	
6019	60236	
6019	60237	
6019	60238	
6019	60239	
6019	60240	
6019	60241	
6019	60242	
6019	60243	
6019	60244	
6019	60245	
6019	60246	
6019	60247	
6020	60254	
6020	60255	
6020	60256	
6020	60257	
6020	60258	
6020	60259	
6020	60260	
6020	60261	
6020	60262	
6020	60263	
6021	60264	
6021	60265	
6021	60266	
6021	60267	
6022	60284	
6022	60285	
6022	60286	
6022	60287	
6022	60288	
6022	60289	
6022	60290	
6022	60291	
6022	60292	
6022	60293	
6022	60294	
6022	60295	
6022	60296	
6022	60297	
6023	60298	
6023	60299	
6023	60300	
6023	60301	
6023	60302	
6023	60303	
6023	60304	
6023	60305	
6023	60306	
6023	60307	
6023	60308	
6023	60309	
6023	60310	
6023	60311	
6023	60312	
6023	60313	
8001	80001	
8001	80002	
8001	80003	
8001	80004	
8001	80005	
8001	80006	
8001	80007	
8001	80008	
8001	80009	
8001	80010	
8001	80011	
8001	80012	
8001	80013	
8001	80014	
8001	80015	
8001	80016	
8001	80017	
8001	80018	
8001	80019	
8001	80020	
8001	80021	
8001	80022	
8001	80023	
8001	80024	
8001	80025	
8001	80026	
8001	80027	
8001	80028	
8001	80029	
8001	80030	
8001	80031	
8001	80032	
8001	80033	
8001	80034	
8001	80035	
8001	80036	
8001	80037	
8001	80038	
8001	80039	
8001	80040	
8001	80041	
8001	80042	
8001	80043	
8001	80044	
8001	80045	
8001	80046	
8001	80047	
8001	80048	
8001	80049	
8001	80050	
8001	80051	
8001	80052	
8001	80053	
8001	80054	
8001	80055	
8001	80056	
8002	80057	
8002	80058	
8002	80059	
8002	80060	
8002	80061	
8002	80062	
8002	80063	
8002	80064	
8002	80065	
8002	80066	
8002	80067	
8002	80068	
8002	80069	
8002	80070	
8002	80071	
8003	80072	
8003	80073	
8003	80074	
8003	80075	
8003	80076	
8003	80077	
8004	80078	
8004	80079	
8004	80080	
8004	80081	
8004	80082	
8004	80083	
8004	80084	
8004	80085	
8004	80086	
8004	80087	
8004	80088	
8004	80089	
8004	80090	
8004	80091	
8004	80092	
8004	80093	
8004	80094	
8004	80095	
8004	80096	
8004	80097	
8004	80098	
8004	80099	
8004	80100	
8004	80101	
8004	80102	
8004	80103	
8004	80104	
8004	80105	
8004	80106	
8004	80107	
8004	80108	
8004	80109	
8004	80110	
8004	80111	
8004	80112	
8004	80113	
8004	80114	
8005	80115	
8005	80116	
8005	80117	
8005	80118	
8005	80119	
8005	80120	
8005	80121	
8006	80122	
8006	80123	
8006	80124	
8006	80125	
8006	80126	
8006	80127	
8006	80128	
8007	80129	
8007	80130	
8007	80131	
8007	80132	
8007	80133	
8007	80134	
8008	80135	
8008	80136	
8008	80137	
8008	80138	
8008	80139	
8008	80140	
8008	80141	
8008	80142	
8008	80143	
8008	80144	
8008	80145	
8008	80146	
8008	80147	
8008	80148	
8008	80149	
8008	80150	
8008	80151	
8008	80152	
8008	80153	
8008	80154	
8008	80155	
8008	80156	
8008	80157	
8008	80158	
8008	80159	
8008	80160	
8008	80161	
8008	80162	
8008	80163	
8008	80164	
8008	80165	
8008	80166	
8009	80167	
8009	80168	
8009	80169	
8009	80170	
8009	80171	
8009	80172	
8009	80173	
8009	80174	
8009	80175	
8009	80176	
8009	80177	
8010	80178	
8010	80179	
8010	80180	
8010	80181	
8010	80182	
8010	80183	
8010	80184	
8011	80185	
8011	80186	
8011	80187	
8011	80188	
8011	80189	
8011	80190	
8011	80191	
8011	80192	
8011	80193	
8011	80194	
8012	80195	
8012	80196	
8012	80197	
8012	80198	
8012	80199	
8012	80200	
8012	80201	
8012	80202	
8012	80203	
8012	80204	
8013	80205	
8013	80206	
8013	80207	
8013	80208	
8015	80210	
8015	80211	
8015	80212	
8016	80213	
8016	80214	
8016	80215	
8016	80216	
8016	80217	
8016	80218	
8016	80219	
8016	80220	
8016	80221	
8016	80222	
8016	80223	
8016	80224	
8016	80225	
8016	80226	
8016	80227	
8016	80228	
8016	80229	
8016	80230	
8016	80231	
8016	80232	
8016	80233	
8016	80234	
8016	80235	
8016	80236	
8016	80237	
8016	80238	
8017	80239	
8017	80240	
8017	80241	
8017	80242	
8017	80243	
-1	60218	
-1	60219	
-1	60220	
-1	60221	
-1	60222	
-1	60223	
-1	60224	
-1	60225	
-1	60226	
-1	60227	
-1	60228	
-1	60229	
-1	60230	
-1	60231	
-1	60248	
-1	60249	
-1	60250	
-1	60251	
-1	60252	
-1	60253	
-1	60268	
-1	60269	
-1	60270	
-1	60271	
-1	60272	
-1	60273	
-1	60274	
-1	60275	
-1	60276	
-1	60277	
-1	60278	
-1	60279	
-1	60280	
-1	60281	
-1	60282	
-1	60283	
-1	60314	
-1	60315	
-1	60316	
-1	60317	
-1	60318	
-1	60319	
-1	60320	
-1	60321	
-1	60322	
-1	60323	
-1	60324	
-1	60325	
-1	60326	
-1	60327	
-1	60328	
-1	60329	
-1	60330	
-1	60331	
-1	60332	
-1	60333	
-1	60334	
